Image,Blade Range,Total,Update Date,Image URL,Released Year,Model #,Brand,Type,Bevel,Slide,Blade Diameter,Watt,RPM,Power Supply,Soft Start,Laser,Others,Key Innovation/Significance,REF URL,Price,Price Range
,Ø279~333mm,"Dual
Rail
Corded FlexVolt 120V
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,DeWalt DHS790,DeWalt,1.Benchtop,Dual,Rail,305,,3800,Corded FlexVolt 120V,Soft Start,-,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGcUjLwhBvloiqW55qZx0BvjBoHpnagUHWt4sD2r-oh_EMLksOzX2SgmEZpXLRc1BfhQol9SppcNsnMQvPpLiYEzJZ1CGCA7zPda7t2jNydg8XWt0PF5AQ44fjfvP5E9tfBPVE1XqLS0Pmx0hSu42lN8fSV2zbB,,
,Ø191~222mm,"Single
Compound
Cordless 60V
Shadow
E Brake, IoT",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,DeWalt DCS777,DeWalt,1.Benchtop,Single,Compound,216,,6300,Cordless 60V,,Shadow,"E Brake, IoT",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG0Y8dBffXgV7g2DPJUzEtDHCxMBiX5e_mIjHD1dHJRjUFktTr3kAkrCRVJshUh0tiPW1JIN2zKXvgGg0ODfc9cfg6LReX-fg2eTn4tu2HgHqPjm24RRG5fdY8fj3wT5Mf3bIgsrgiGHU9tJsmRlItM05sacPmJ72Nwhg==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGxS_yO61gtsZXQbhfm-hs8yavsiIq_7PsaHfMNWUvZWc8xOHg7LhwWokO5DAth6m6Iqa6bleyREWfAVsCVtJ3d2QCn5Y6z61d28wBkDgP7XJCDQqzcQTj1gj69nWrrNvg8YRcitP93GdFkawlcuEA_qdYIddExuDvOHF632vBkxBQgQPF7XCXdh8hMdaxt2QpZ",,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,C12RSH2,MetaboHPT,1.Benchtop,Dual,Rail,305,1800,4000,Corded,Soft Start,Laser,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFsUB9-XQ4b3mePijRvdgW8ylmGqHs_bR1H6fSHOKxiWyEGpl_Jlo2B6KRnOIGND_3grdufhhHZa2OvhCtcfIx7lf-eiQdZko39BMSg169QRxnfpm1UfsuTXDSfNMvDcIiRlwbgVlRYDtBL1ylWGn5XibfuJbRCKtJ2eFnA2ke30_mjUpQh7W66EvXN3RscBetwLV2Crw7z5_Z4PfW7gCYE9CWZ6yuQQ5Wp6XTT-wm7iGJxQ-9YiQ==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGeyo-HwGMoh3sVf4K-xoGBpyykvaMuu8HiCJsEFXrKn-5kTzWnX12OBRkVRODffR6zIRem4V3nPZ5PFThesAMJHin62Xy0Lb23X4chTE1qcnWRd_93YMtvZXIDaIXGSN-F9L8bRgIoOw==",,
,Ø222~267mm,"Dual
Rail
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,C10FSHC,MetaboHPT,1.Benchtop,Dual,Rail,254,1800,4000,Corded,Soft Start,Laser,E Brake,good,https://www.metabo-hpt.com/us/main-navigation/item/c10fshcm-10-inch-sliding-dual-compound-miter-saw-with-laser,,
,Ø222~267mm,"Single
Compound
Corded
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,C10FCG,MetaboHPT,1.Benchtop,Single,Compound,254,1950,5000,Corded,,-,,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGSM5Bde9V8P_srpf9cLpXDbRl4o9kG0PGsn9NdpuhfJRSzf2VfleJvlM7N7LB8TKbLUEMGC7VDO_IX1obUwJIk52UZBsrcVs62qAbXh2mR9buynjV9pdSftquYXLyWnzfhmzGpOhcruhEqQ5QJTg3A,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFV9_cGlQd_atsUKaI1lMnZ0rhv_GDx1LE8VRCT7rcq7zYfjiS_NrufUQy5-ydqZG7GAIiGN5vC-8zm3Q370KSY1fZL3mXXz48TfVRhRxUFtIPe0t2-5CD0eKUfXrCXb-2gRsITUcjjlpTqKMuV4CL0J7Io5WHnCy8=",,
,Ø191~222mm,"Dual
Rail
Cordless 36V
-
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,Makita XSL02Z,Makita,1.Benchtop,Dual,Rail,191,,5700,Cordless 36V,-,-,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGBGeZ__mFyGYJonKO1VfOFgwX6wDLDtZCLJqPlikXUaeuz4cBby4cVsH-Y57M5BiB9qaNo_UzCK2tkqpTOm2KrDd78I1JBNQi6fV8-uQ_-cQLwoieOIDafnb3cyJ-wewn_TPzVpqFXr1BP8jEPr-k6pw==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEA8g6oRKbykSOgudlJFIT6rhQlzYoNQu0JGolL4lXkryps-Ulk88cCvZSaEvsMkpfsW5Wr1Zf-I-HIOQlIU-nxN0P6go4cTj-tXlRlZSxxmdLcDmPmS7bpQPlBchO5TWYEsSFakaD-BJq5cfCj669RfpUPYGqBQIJS_TQNn7zOG2Mg-lfNGoLfC5mPlQ0wmITOwwAOP1N2GcpICSUATou2DdPkGQKz",,
,Ø222~267mm,"Single
Rail
Cordless 18V
Soft Start
Shadow",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,KGS 18 LTX BL 254,Metabo,1.Benchtop,Single,Rail,254,,4000,Cordless 18V,Soft Start,Shadow,,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEfiwKrafctRZfWlbsRV0yUGXC_BTWyMXzpXZ-1Gd7lTdbFMedD_9n2OeImdyf3QAl_sGgRcgArGaByoILki86vc3eEvdQbgOBAHScrnrovz597OZC9Iz47FSnirsJs_p9_QENx75qQwq-FaL1vyxq8Jr9JtoEJrIb1HAaZd3gakcIgN_4Q9jj7LJNzkcS3oap1QEWh_i4bxfB9gA==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHM1UiDQt5dkfcL665LaeBt6BYquMVSiTVaf-Q8H-CEWgBot-gzWTiGbuJYohAmJqAx4RmlEU9GFJk5j1gchCDxeNI97-4bTnMtpD2dMIfzrCAn8dgOBcT1Cg__hVevyzpZxJwIluufHygYK95sCc-De7spDv_9H6yb716WVg0dkCUPSUI3V1YLSAbKvNYJPCMwMqF1S_MB",,
,Ø222~267mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,Milwaukee 2734-20,Milwaukee,1.Benchtop,Dual,Rail,254,,4000,Cordless 18V,Soft Start,-,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGlsU44kXbLvOcNQO267C5R2GSAj9rHnyzsRpjmx291W6SxJ_EwoxC5iVVJhT_PvnM4sIIGYabiAchGqqIsyJXQI05wgXJR4IJKIU32LXnCOODPT98laTh9dE7BfV_in9ZkpHKztMTU9irxd3TckL47M72EHcDvoBl3ePM1T2mYU0VaHZMjPbtXW4QrVw--FBUcibpCL79CCNx7x108EPJQ_nqHC_oz8pTpba4=,,
,Ø127~191mm,"Cordless 18V
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,Ridgid R86110,Ridgid,1.Benchtop,,,184,,,Cordless 18V,,,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHmZyT5PpbTgPExy3pwveS0b_zcAi-AUOWKybWi3mCrmCFOmHI4vmzmkOEL_o1QvdpNGRwDyqWodJ6-VGfZXTgrVSKHZyMcDapEHNj8zoCyF87--1LZ2MKixMRlaucwzFl0oBZnbm0=,,
,Ø279~333mm,"Dual
Rail
Corded
Shadow
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,Ridgid R4122,Ridgid,1.Benchtop,Dual,Rail,305,1800,4000,Corded,,Shadow,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEdtdybzJs5_gAM4w7kCn9zoOH2zVh3xdTdpO1rKufybQ4t_OnWeK7tE7BR-nah8VoKKHlWM9FIoyvtS8akuWu3kPJn9-MCBlQEKz9QzfatBu1LMF8PXhFyA1Rt-WIBg8J7_gIl571jmg==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHN_0LjZP5y60YXhxX0i5HXMyvAZBnvexHJ-EjB73Y43ZBoSFqXr-22E3Qm4VR6YbPRe3MT4eaI1nwcFPYtHn8GKMjsa0xOAxD2RG_FYnUL0Nv9gnsMnXAaAdbonorIP5qT9OzMjA==",,
,Ø222~267mm,"Dual
Compound
Corded
Shadow
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,Ridgid R4112,Ridgid,1.Benchtop,Dual,Compound,254,1800,5000,Corded,,Shadow,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdyJrrsHenOwCD_ydD2zsmMgrWzZXcQ9MyIe885UAbvlxuhEsjycvAmybnhLwP7vBMTGHZ3SV_uTM4Nlb80NUQsPHvC6cOQKe4ZtE1pk_-RkP2KrF7bmcw9qsCNva_ucJAmPIaqAk8WLE=,,
,Ø191~222mm,"Single
Rail
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,HM 216,Scheppach,1.Benchtop,Single,Rail,216,2000,4700,Corded,,Laser,,good,https://scheppach.co.uk/product/hm216-sliding-mitre-saw-with-laser-2000w-230v-305mm-blade-5901215901/,,
,Ø222~267mm,"Single
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,HM 254,Scheppach,1.Benchtop,Single,Rail,254,2000,7000,Corded,Soft Start,Laser,,good,https://www.manualslib.com/manual/2012028/Scheppach-Hm254.html,,
,Ø222~267mm,"Dual
Rail
Corded
Soft Start
Laser
Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,Bosch GCM 350-254,Bosch,1.Benchtop,Dual,Rail,254,1800,4600,Corded,Soft Start,Laser,"Speed Ctrl, ",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGJcChDP2aFxLwBV860PIRNxeVH_ZM4k9wLJt5p519CbW0Dp-Htcs4LyJXMFMPscpRV1fHFRGwBA7b7Vm86Jo6RfuwnxgCWYQ6qXtRewbkmDslMOYiBPFJIg9ZlYda-UglCTaIHkfkbv-wj3om3Ga-WXY4L3_GrHPgj6kxt2ZTusiGaN1lN,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHr2WgiK4VFP_UVEm8F2GDEEYSwoaE83s3Fe6SgSyN8aGUnfLmS7YZDviW47AZoneZ1PSGFBKCFqvzyyvWhfAmzFuJujY8qKfAJOEhH67gwhoi6ayeipOimM_l5XPIA9bYgyE-tK9_VO5eYPt8u2OxX6E7YwiPO",,
,Ø222~267mm,"Single
Rail
Cordless 60V
Soft Start
Shadow
E Brake, IoT",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,DeWalt DCS778,DeWalt,1.Benchtop,Single,Rail,250,,4300,Cordless 60V,Soft Start,Shadow,"E Brake, IoT",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG0Y8dBffXgV7g2DPJUzEtDHCxMBiX5e_mIjHD1dHJRjUFktTr3kAkrCRVJshUh0tiPW1JIN2zKXvgGg0ODfc9cfg6LReX-fg2eTn4tu2HgHqPjm24RRG5fdY8fj3wT5Mf3bIgsrgiGHU9tJsmRlItM05sacPmJ72Nwhg==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFitvnsBnN186-n9zzaavRdREtNdAXwSxf5HzABMsnOr9cuTU07P5O2Mc7hYJDwKDgdTS9aI7qxxIDjhqo0ZHtPCxiOZAW8-45lprpDQrlJgchTbK2IQW8wYrq6SDutdQ6__7eTlvbgN4HadV9njrumZJgJ5f5kCS19OC1l7VbuA-Y8qTnbayW7qJBhOuljNPQToNmwZXH6uQv0NQlU1iKbQW9jDBQi_DtmFcgIe8s=",,
,Ø191~222mm,"Dual
Rail
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,TC-SM 2131 Dual,Einhell,1.Benchtop,Dual,Rail,210,1500,4900,Corded,,Laser,,good,https://www.manualslib.com/products/Einhell-Tc-Sm-2131-Dual-3294333.html,,
,Ø191~222mm,"Single
Rail
Corded
Soft Start
Laser
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,TC-SM 2131/1,Einhell,1.Benchtop,Single,Rail,210,1500,4900,Corded,Soft Start,Laser,VTC,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGyjRR8IDaTJA8aTljotb0O5rQUpol7g3-Rl3HE5Juo7usLhowqlf1xN0XKqzfSxWXjK4mGQLYjQw7BcSbdVttQQdGzB9BkpGmMLgYy4w2u6B1Nj1mpRCCZdtoJ-39r5PZ9SZYKVa_EvZ39nF9LVeO5YqjZ-EpGWkH-YQ==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGkv9of_4JbCH91cpl-Lm1lgKb011tiqxZbFhWtjmnTw0-Tzr_R55Lm4BUv_ByikaTvM4Iy130opc6MFlc9kkXtEzQR-00oUdlOlYMav2KPZqpAVaaYbizasumUBQnSyDLUgvRGMnRi6i55M0LB_A==",,
,Ø191~222mm,"Dual
Rail-Front
Corded
Soft Start
Dual laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,Festool Kapex KS 60,Festool,1.Benchtop,Dual,Rail-Front,216,1200,1300-3500,Corded,Soft Start,Dual laser,"E Brake, Speed Ctrl, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHQktXXYELDAYg1q6kD2ib1YGoIRf6UQ295490Rnz-jyERAuXo1dJse3-KhL3USb2Ty1I2vgrGpNTATTdLypT729nCv3KGuO4ZUr6pvGZB4tT5wPgbUd8CAUSU7m4_4fjhBkqTgVafcZdKtXW_4eRwh87X82vtRXz71IKpkMrrOV_UjToCKB9g=,,
,Ø222~267mm,"Single
Compound
Corded
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,C10FCG (NA),MetaboHPT,1.Benchtop,Single,Compound,254,1950,5000,Corded,,-,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHetiT5t6xy9jDaUDq-EXz36Xr1BFa-XxhKFvQeQrpD3PO2R3XFiv2rqUz2x9Zbo-1xALR3hy6y_cW3uoXMcUTx32Z4Cm8Z9Lm5GYpiDF7i8-egzNvVCVKNbWcMCkceCn4jAy3IE1WcCd383sVmb_NS,,
,Ø222~267mm,"Dual
Rail
Cordless 36V
-
Laser
E Brake, Interface (AWS)",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,Makita XSL04ZU,Makita,1.Benchtop,Dual,Rail,254,,4400,Cordless 36V,-,Laser,"E Brake, Interface (AWS)",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEVCxH___OYFcbzUBesukNRu0VhkQcBFRHHpG8519qu1Sjb7fpm5HD8SVuZj1bh_EvgvyaPrU3IuO72GhhSCahtjQCUWnJ8XEN2ELlKsKFeS9eul5DUTUXkcGhreyWxvoTYWz9WUAA=,,
,Ø191~222mm,"Single
Rail
Cordless 18V
Soft Start
Shadow",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,KGS 18 LTX BL 216 (NA),Metabo,1.Benchtop,Single,Rail,216,,5000,Cordless 18V,Soft Start,Shadow,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHM1UiDQt5dkfcL665LaeBt6BYquMVSiTVaf-Q8H-CEWgBot-gzWTiGbuJYohAmJqAx4RmlEU9GFJk5j1gchCDxeNI97-4bTnMtpD2dMIfzrCAn8dgOBcT1Cg__hVevyzpZxJwIluufHygYK95sCc-De7spDv_9H6yb716WVg0dkCUPSUI3V1YLSAbKvNYJPCMwMqF1S_MB,,
,Ø127~191mm,"Dual
Rail
Cordless 18V
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,Milwaukee 2733-20,Milwaukee,1.Benchtop,Dual,Rail,184,,5000,Cordless 18V,Soft Start,-,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHjWfvOjVhoja_-NLJ3EJw-fa0Z3wEkPkR_KGqtqRfCZ7w47-uPqOvw68I9oPSt9maYvAIHYu9msbRYyirYzl1po1u-rkNk-vyveQ_0FDaLo_FVK0sOPlFDDGC5A7n3I4F0DURf82NjvjyNr6yHiJzoGSSbmvkfFCWq3qLkz2kTEFZfEFbjP3hFSju6TNXyJ9C8RQSmkT0LrGs7TIsi,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Shadow
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,Ridgid R4221,Ridgid,1.Benchtop,Dual,Rail,305,1800,4000,Corded,Soft Start,Shadow,E Brake,good,https://www.ridgid.com/us/en/12-inch-dual-bevel-sliding-miter-saw,,
,Ø222~267mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,HM 254 SPX,Scheppach,1.Benchtop,Dual,Rail,254,2200,4800,Corded,Soft Start,Laser,,good,https://www.pepita.com/en/mitre-saws-c1363/scheppach-hm-254-spx-sliding-mitre-saw-2200w-p944036,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2017,HM 216 SPX,Scheppach,1.Benchtop,Dual,Rail,216,2000,4800,Corded,Soft Start,Laser,,good,https://scheppach.co.uk/product/hm216spx-sliding-mitre-saw-2000w-230v-210mm-blade-5901221901/,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,Bosch GCM 8 SDE (NA),Bosch,1.Benchtop,Dual,Rail,216,1600,3500-5000,Corded,Soft Start,Laser,"E Brake, Speed Ctrl, ",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG56pPSHe4RR3-pAiTRohtJvsfAzmFJCQRWa9Fx43ECY7pxjA5J0ai10uBE-bAfCEsuPtqXUOfoDL7-FCLCZKecNQ9oB0Neyxc0r4frxueO9iV-cxtoyEGumTyjVvUUgxddjryaW5savuGPAvXenNxy0KBfzUgsnN2LZ6Eh4LWTKtw=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHcYNIjbccLDEQXRbKmv51miY5NrU2y2Ezma4clDKjP9ATlPozhwKV56poxuruy1LKuum4Tgmf9Y3uGEx6_ubwIX-sKy_PpeOIanYyjJyfvvh1OGCXrXXT2DmTB5R03ogiq7Zp40Ss=",,
,Ø191~222mm,"Single
Rail
Corded
-
-
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,Bosch CM8S,Bosch,1.Benchtop,Single,Rail,216,1680,5500,Corded,-,-,-,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF6H2gl-1C5ja1yb8Wk7WQ-djLCPT5NyS98Q8zano11h0XA8Bl54IYZogszVgBkVJzHyQ140CEB79L-OF7eD1UUwdSWrYQFdjzt5mANMVbveYd_youlAWtZyPPa_UYfe30OeopnkrQuDi5IWJ_wNfmVD4rc0g==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHM2qDGL2yZFEuinuhoa3f4DWAn-lB90UrnOEUaXnHVAbow0RseJ1qVbgsAwh3I2gpy3ok19958ZoXzXG4DY7NFhVb5zlg1xqW8tQd3hUgGQu1X-I-89Owo8FcxI6XbXvg8_YifZML7I8mHWMDinoDVIyasvHQQ3cklCUbOZqH1gGtn9Cicir6tU4AfwsHF7pyPb8vBV1Zw_vbJ",,
,Ø191~222mm,"Single
Compound
Cordless 18V
Laser
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,TE-MS 18/210 Li,Einhell,1.Benchtop,Single,Compound,210,,3000,Cordless 18V,,Laser,VTC,good,https://www.einhell.de/p/4300890-te-ms-18-210-li-solo/,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,TC-SM 2131/1 Dual,Einhell,1.Benchtop,Dual,Rail,210,1500,4900,Corded,Soft Start,Laser,VTC,good,https://www.einhell.ch/en/p/4300390-tc-sm-2131-1-dual/,,
,Ø222~267mm,"Dual
Rail-Front
Cordless 36V
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,C3610DRA,MetaboHPT,1.Benchtop,Dual,Rail-Front,254,2000,4000,Cordless 36V,Soft Start,Laser,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGwEe_U37xiS2NYVYC5HlwguOyljVOnmtdjaYgNlev-cjUvwwpKcIZgSQSmIOjTNeU7dAOZzTsi4h1z1ibfQUv9M0GQDjeVScFPnX_EzgDHq0ODHOcWpIYqqQDeDA4IMmw4OLu0EkSZ0N4naodby6wxlIt-j00T0g-8Kki_LXfnRi4YUO7Wad1dteumCOtB9K4PLLKsCkoOTzXcwTRiWIdhzTlfplHRwql7qwcagRCvkRZ_PBxL1J8m9aCFLEfaVg==,,
,Ø279~333mm,"Dual
Rail-Front
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,C12RSH2 (NA),MetaboHPT,1.Benchtop,Dual,Rail-Front,305,1520,4000,Corded,Soft Start,Laser,E Brake,good,https://www.metabo-hpt.com/us/main-navigation/item/c12rsh2-12-inch-sliding-dual-compound-miter-saw,,
,Ø222~267mm,"Dual
Rail
Cordless 36V
-
-
E Brake, Interface (AWS)",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,Makita DLS111,Makita,1.Benchtop,Dual,Rail,260,,4400,Cordless 36V,-,-,"E Brake, Interface (AWS)",good,https://www.makitatools.com/products/details/XSL08Z,,
,Ø222~267mm,"Dual
Rail
Corded
Shadow
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,Ridgid R4210,Ridgid,1.Benchtop,Dual,Rail,254,1800,4500,Corded,,Shadow,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF4Wx_muPleyUF2Qoe56Nl-BoRojBF-JElLzbrAPp2sxhUD-iXQ5EPTMWVeZ3AA4O-_BDHJ9ucGRnPWXbUwbrYhBy3AePJmW5MkLXDhQyZIaaPWTpGiZ5bfFolCtBM0IzbMLZij4vGTG-FSqWsGiJsNuw-FJ2J1,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2018,HM 216 SPX (2018 版),Scheppach,1.Benchtop,Dual,Rail,216,2000,4800,Corded,Soft Start,Laser,,good,https://scheppach.co.uk/product/hm216-sliding-mitre-saw-with-laser-2000w-230v-305mm-blade-5901215901/,,
,Ø191~222mm,"Dual
Rail
Cordless 18V
-
-
E Brake, Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,Bosch GCM 18V-216,Bosch,1.Benchtop,Dual,Rail,216,,5000,Cordless 18V,-,-,"E Brake, Speed Ctrl",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEK8BkZdJ7pt9pqBgneO6nF8J9BMHXoKa6wbthCc4YvinaGgQpfLtE3-2P5nnSIZ5iTgtfrMwQxZpd-6qyNGBO0zdTq1vfBOaYV8Uo_mlcBo3ZSDEYlokBT4PMbITpuECj_S0IH7tK7X86f4zDjJ6bkoIEGP1yI6XO40TjC9O9oPkO1D7t5_6E=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQH7tUgjNRK3goWi5pUiUF7Lt1NYjN6puqU0Yj7zE3VOb0xyOIe7gwY4x359iTcoFocHD8uG_sOVlrzGIWjokKbZLKTSt5tkc8QNAcu0pFaAZyoo8eM84b0h8YlMoFalSlpAEuiNBMaqI1km7hNFBLXG06j6T3eTjW5gSpbYeqSPHrPy2y8jRnFcIK8PgCLBJw==",,
,Ø279~333mm,"Single
Compound
Corded
-
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,DeWalt DWS715,DeWalt,1.Benchtop,Single,Compound,305,1600,4000,Corded,,-,VTC,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO3sc2RV2dslNeviIW0It-v6ivBsDXPe5tKhRqGgnA3omcp6DVN0JL2avE2ztPxJ8CRu7xgupUiGhqofUxxgY6b9KpGOhepv455cdzANUNI0J6550Iz3fM83E4kNlKXrK2ywSOR-1vtBoCM69T80G_bzs6OIUAHpP0aOc3Vw==,,
,Ø222~267mm,"Single
Compound
Corded
-
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,DeWalt DWS713,DeWalt,1.Benchtop,Single,Compound,254,1600,5000,Corded,,-,VTC,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO3sc2RV2dslNeviIW0It-v6ivBsDXPe5tKhRqGgnA3omcp6DVN0JL2avE2ztPxJ8CRu7xgupUiGhqofUxxgY6b9KpGOhepv455cdzANUNI0J6550Iz3fM83E4kNlKXrK2ywSOR-1vtBoCM69T80G_bzs6OIUAHpP0aOc3Vw==,,
,Ø191~222mm,"Single
Rail
Cordless 36V
Soft Start
Laser
VTC",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2019,TE-SM 36/210 Li,Einhell,1.Benchtop,Single,Rail,210,,3800,Cordless 36V,Soft Start,Laser,VTC,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGUNjycFf1khZwx7th73fXhswUjKSXxmyNz1REPe1aOnKZ7A6TkrAbApNa_9ntjdHdvY5dLHiEFJD4oi0D1-DRjcbdMd-CKu7WO5KhmnqBjX3l28DtHAew2HTsjgkmb4QpUYxlLZTtblusL_OBH9StvVAFU8kmxxHMNKy1MZKCXj6t6ShuU1qKPKKIfnDfKEXfEraloLO7WD2BavS2wFA==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF3DS3nPqhBLa86MC9M0CL0CYbDAqsuZRyI9H7qUAiVY85aS9mrAiPTz6SPojU6EaTiOh3XQvewhshHnAy6VbySj6qOrWqYuXvorqv5EpbcYx5v_YFsdy_fhY7LWp7xLvdDIs72yKxoQCKUQKmOlR3HE5z3TQ==",,
